id,serp_topic_annotation,doc_id,doc_title,query,qid,judgement,actual_qrel_value,card_type,notes,interface_type,doc_browsing_time,doc_decision_time,doc_mark_item_time,topic_id,user,total_time
7024,497,685ecd76-90ce-11e4-a412-4b735edc7175,Hundreds of Syrian migrants reach Italy after crew apparently abandons ship, pirates board ship,1,0,1,6,,BASE_GOOGLE,0.0,15.542394161224363,0.0,367,958,15.542394161224363
7023,497,287c2ddc-01bc-11e2-9367-4e1bafb958db,"The pirate negotiator: Aboard hijacked tanker, this Somali called the shots", pirates board ship,1,1,1,6,"The hijacking of the Marida Marguerite began May 8, 2010, in the Gulf of Aden, as the 30,000-ton red-and-white-painted tanker carrying castor oil and a gasoline additive traversed “pirate alley” — an area of water between Somalia and Yemen known for its high number of hijackings — on its way from India to Rotterdam.",BASE_GOOGLE,48.25582885742188,44.54282903671265,3.530712127685547,367,958,48.07354116439819
7022,497,24e6d4a43499dae34600534e5c940074,The best way to stop Somali pirates? Build better roads, pirates board ship,1,0,1,6,,BASE_GOOGLE,0.0,13.539090871810911,0.0,367,958,13.539090871810911
7021,497,aa5f5ca6111a879554f1e45956895308,These ships are resting just off the Outer Banks in the ‘Graveyard of the Atlantic’, pirates board ship,1,0,0,6,,BASE_GOOGLE,0.0,9.738117933273315,0.0,367,958,9.738117933273315
7020,497,296d1e3d2e801d42cfbf2be38fb754f0,Everyone thought the Somali pirate threat had ended. Then a tanker was attacked., instances of piracy,3,1,1,6,"Then, on Monday evening, a tanker called the Aris 13, carrying fuel from Djibouti to the Somali capital of Mogadishu, sent out a distress signal. It was being taken over by armed men. For the first time since 2012, a commercial ship had been attacked by Somali pirates.

The Aris 13 drifted toward the Somali coast near the far eastern tip of Africa
",BASE_GOOGLE,32.63238906860352,8.884762048721313,23.55845284461975,367,958,32.443214893341064
7019,497,ac632f56-3c0d-11e3-b0e7-716179a2c2c7,Russia reduces charges against Greenpeace crew and activists, instances of piracy,3,0,0,6,,BASE_GOOGLE,0.0,24.43673515319824,0.0,367,958,24.43673515319824
7018,497,0f6bfcefd3c4c02a0dc75ba2bd48303c,Somali pirates just hijacked an oil tanker. Here’s what pirates want — and where they strike., instances of piracy,3,1,1,6,"In October, Abu Sayyaf militants hijacked the 400-foot Dongbang Giant 2 as it crossed the Celebes Sea, kidnapping three sailors. Less than a month later, the same group seized the Royal 16, a Vietnamese bulk carrier, and fled with six of the crew.

",BASE_GOOGLE,71.98021006584167,48.17004084587097,23.57048797607422,367,958,71.74052882194519
7017,497,6559a632-dcf7-11e2-85de-c03ca84cb4ef,‘A Hijacking’ movie review, somali pirates,4,0,0,6,,BASE_GOOGLE,0.0,3.3655591011047363,0.0,367,958,3.3655591011047363
7016,497,c8436c519ad86188bd4ed2b4f267c084,"Piracy back on the rise off Somalia, U.S. military says", somali pirates,4,0,1,6,,BASE_GOOGLE,0.0,22.54016804695129,0.0,367,958,22.54016804695129
7015,497,3214e126-4741-11e1-9972-c5f62b5ac9ca,Navy SEALs rescue kidnapped aid workers Jessica Buchanan and Poul Hagen Thisted in Somalia, somali pirates,4,0,0,6,,BASE_GOOGLE,0.0,10.506716012954712,0.0,367,958,10.506716012954712
7014,497,7181fd86-9996-11e3-b931-0204122c514b,No title was available, somali pirates,4,0,1,6,,BASE_GOOGLE,0.0,10.43990993499756,0.0,367,958,10.43990993499756
7013,497,61b14f82-1ca7-11e7-855e-4824bbb5d748,Suspected Somali pirates attack ship off Yemen: Authorities, piracy ship boarded,5,1,1,6,"Suspected Somali pirates have again hijacked a vessel on one of the world’s crucial trade routes, authorities said Saturday night,

A source with the ports ministry in Somalia’s northeastern semiautonomous state of Puntland said armed pirates hijacked a ship flying under the Tuvalu flag and were steering it toward Somalia’s northern coast. 

",BASE_GOOGLE,51.675856828689575,10.78614592552185,40.689631938934326,367,958,51.47577786445618
7012,497,00029f4a07559d69995bfc013985924a,"At the bottom of the Arabian Sea, a 500-year-old shipwreck from the fleet of Vasco da Gama", piracy ship boarded,5,0,0,6,,BASE_GOOGLE,0.0,11.307943105697632,0.0,367,958,11.307943105697632
7011,497,1e03fecf4d33b7896203298ab3858156,Piracy is on the rise in the world’s most crucial shipping lane, piracy ship boarded,5,1,1,6,"Last week, the Sunrise 689, a Vietnamese oil tanker, disappeared off the radar. This Thursday, it motored toward the Vietnamese coast under protection of a naval vessel. Pirates of unknown nationality had seized the ship Oct. 2 

The incident marked the latest pirate attack near the Malacca Strait, a body of water that links the Indian Ocean and the South China Sea,

",BASE_GOOGLE,30.442986011505127,13.393762111663818,16.86823606491089,367,958,30.261998176574707
7010,497,0205571b80cde153b47ba8bf5737dc68,Confederate ship hijacked by a slave found off S.C. coast, piracy ship boarded,5,1,1,6,"The wreckage of the Planter, a Confederate transport ship stolen by an enslaved deck hand in 1862 and sailed to freedom outside Charleston Harbor, has been found. Used by the U.S. Navy for the rest of the war, it was then sold into private hands and sank in 1876 during a storm.

The story of the Planter and its heroic hijacker, Robert Smalls, was big news in the Northern press when the ship was taken out of Charleston Harbor late on the night of  May 13.

The wreckage of the Planter was recently discovered by marine archaeologists in about nine feet of water off the coast of Cape Romain, S.C.
",BASE_GOOGLE,69.06810903549194,6.249485015869141,62.61416697502136,367,958,68.8636519908905
7009,497,f2b889929789fdd25d3e01929e0b0c41,"Navy SEALs board mystery tanker Morning Glory near Cyprus. No one hurt, Pentagon says.", piracy ship boarded,5,1,1,6,"The Morning Glory is carrying a cargo of oil owned by the Libyan government National Oil Company. The ship and its cargo were illicitly obtained from the Libyan port of As-Sidra.”

The ship appears to have been wandering around the Mediterranean piloted by unknown sailors under an uncertain flag, with at least one effort made by three men in a boat near Larnaka to buy oil from it.

The Libyans had apparently been trying to sell the oil on the black market
",BASE_GOOGLE,97.77866506576538,21.603847980499268,75.99938988685608,367,958,97.60323786735535
7008,497,dd0b16834d425114df5bb04583b19b58,Somali pirates just hijacked a commercial ship for the first time in five years, piracy ship boarded,5,1,1,6,"Somali officials acknowledged that the Aris 13, an oil tanker, had been escorted to the Somali coast by at least eight and perhaps as many as dozens of armed men in two small skiffs. 

The attack originated in the Puntland region, which is semiautonomous. “The vessel’s captain reported to the company they were approached by two skiffs and that one of them could see armed personnel on board,” an unidentified Middle East-based official told the Associated Press. “The ship changed course quite soon after that report and is now anchored.”



",BASE_GOOGLE,82.05593013763428,51.7258038520813,30.14514398574829,367,958,81.87094783782959
7007,494,d8aef3ee2057ba7c9e0413452a1b9265,"Fiji reeling after devastating Cyclone Winston, among the strongest ever to strike land", typhoon property damage,3,1,1,6,"On Saturday, Category 5 Cyclone Winston slammed into Fiji with sustained winds estimated at 185 mph, the strongest in the island nation’s recorded history.

The Weather Channel reports the storm killed at least 21 people in Fiji and thousands remain in shelters. The government has declared a month-long state of disaster.

",BASE_GOOGLE,22.491831064224243,6.920264959335327,15.385201930999756,408,958,22.305466890335083
7006,494,be034e913839962a407ded6d634ca69c,"Video: Inside the core of Patricia, the strongest recorded hurricane to strike Mexico’s west coast", typhoon property damage,3,0,0,6,,BASE_GOOGLE,0.0,57.59291505813599,0.0,408,958,57.59291505813599
7005,494,79634f27f383b1a822ecc3a8c83b7101,Why the Philippines wasn’t ready for typhoon Haiyan, typhoon property damage,3,1,1,6,"The typhoon that tore through the Philippines on Friday threw the country into such turmoil that, days later, public officials are reporting wildly different death tolls.

The single most important factor may be that, quite simply, this storm was just too big; with winds well beyond 200 miles per hour and sea levels surging across coastal communities, no country could absorb it unharmed. But the Philippines seems to have been particularly ill-suited to deal with this crisis.
",BASE_GOOGLE,43.23649382591248,10.513032913208008,32.55054712295532,408,958,43.06358003616333
7004,494,8e811f497710eb9dfb2db8460396c5e1,How does Super Typhoon Haiyan compare to Hurricane Katrina?, typhoon property damage,3,0,0,6,,BASE_GOOGLE,0.0,21.122432947158813,0.0,408,958,21.122432947158813
7003,494,27a032b2ebd088383d2970ce9b06ab6e,‘Exceptionally strong’ typhoon to slam Taiwan early Friday, typhoon property damage,3,0,1,6,,BASE_GOOGLE,0.0,6.097812175750732,0.0,408,958,6.097812175750732
7002,494,e3d608d2811ccea96cd625544895b460,Pacific Super Typhoon Maysak among strongest on record so early in the season, typhoon property damage,3,1,0,6,"An unusually strong spring super typhoon is sweeping across the western Pacific, its eyes set on the northern Philippines for the second half of the coming weekend.

",BASE_GOOGLE,56.6329870223999,10.589314937591553,45.84870195388794,408,958,56.43801689147949
7001,494,30fb51f2-4aec-11e3-ac54-aa84301ced81,"Evacuees in shelters were not safe as Haiyan ravaged Tacloban, the Philippines", typhoon property damage,3,1,1,6,"Typhoon Haiyan, also known as Yolanda, reached Vietnam Monday after causing massive destruction and claiming untold lives in the Philippines last week. 

",BASE_GOOGLE,59.18601393699646,10.191188097000122,48.80458903312683,408,958,58.99577713012695
7000,494,4b6e03af49f4a9a74b0b8ee7a45fe092,"Tropical Storm Franklin forms in western Caribbean, hurricane watches posted for Mexico", tropical storm hit,2,0,0,6,,BASE_GOOGLE,0.0,23.841688871383667,0.0,408,958,23.841688871383667
6999,494,7c5a48201bbf56bb8b51d1a3cb0940bc,Top hurricane expert: Climate change influenced Tropical Cyclone Pam, tropical storm hit,2,1,0,6,"Late last week, one of the strongest tropical cyclones on record in the South Pacific made a direct hit on the island nation of Vanuatu, leaving more than 20 people dead and massive destruction in its wake.

It was “one of the largest and most intense cyclones” the region has seen, says Greg Holland, a senior scientist at the National Center for Atmospheric Research who has specialized in South Pacific tropical storms.

",BASE_GOOGLE,48.67147707939148,9.45092487335205,39.05060291290283,408,958,48.50152778625488
6998,494,8c25546ab808144574b2274949745c8c,"Tropical wave over Virgin Islands presents threat to Florida, Gulf Coast", tropical storm hit,2,0,0,6,,BASE_GOOGLE,0.0,26.164991855621334,0.0,408,958,26.164991855621334
6997,494,58936c45d20fef49e2dbb88f1f35af01,Beastly category 5 tropical cyclone Ita threatens northern Australia, tropical storm hit,2,0,0,6,,BASE_GOOGLE,0.0,34.00543212890625,0.0,408,958,34.00543212890625
6996,494,0c0976c3a4e68558bcc0c9848dae2822,Everything you need to know about “super typhoons”, tropical storm hit,2,0,1,6,,BASE_GOOGLE,0.0,54.8226580619812,0.0,408,958,54.8226580619812
6995,493,99adc1bc-10af-11e7-9d5a-a83e627dc120,The TSA’s new pat-downs get too personal for some, airport security procedures,5,1,1,2,TSA agents receive formal training for pat-downs.  Los Angeles International Airport to Atlanta.,BASE_TIS,67.11117482185364,9.727489948272703,57.16811394691467,341,940,66.89560389518738
6994,493,62918c2e-4a5d-11e4-a046-120a8a855cca,Immigration critic says Liberian ebola patient should not have received U.S. visa, airport security procedures,5,0,0,2,,BASE_TIS,0.0,19.073827981948853,0.0,341,940,19.073827981948853
6993,494,b861a337984044a3757fcf2e893b3807,"Why a single hurricane has not come ashore in Virginia, Maryland or Delaware since 1851", tropical storm hit,2,0,0,6,,BASE_GOOGLE,0.0,28.71561813354492,0.0,408,958,28.71561813354492
6992,493,7e0596fc-0a07-11e5-95fd-d580f1c5d44e,"Why the TSA catches your water bottle, but guns and bombs get through", airport security procedures,5,0,1,2,,BASE_TIS,0.0,16.98600721359253,0.0,341,940,16.98600721359253
6991,496,e1f2b415b193a3cf93a95f0b10c28b7c,Cyclone that caused Sri Lanka landslide could dump 20 inches of rain on parts of India, deadly storm,5,1,0,6,"But it’s not the wind that is worrisome in Cyclone One — it’s the persistent, torrential rain that will lash eastern India for the next three days as it slides northeast, hugging the coast.

The cyclone’s heavy rain triggered a devastating landslide in the Kegalle District of Sri Lanka on Wednesday.

Villagers said torrents of muddy water, tree branches and debris came crashing down around their homes Tuesday in the three villages, located at different heights on the same hill in Kegalle District, about 72 kilometers (45 miles) north of Colombo.

",BASE_GOOGLE,41.28497099876404,9.908926010131836,31.174125909805294,408,928,41.083051919937134
6990,493,e6b1f52823a64bef434245fa058fbfec,Airport security measures aren’t good enough. Here’s a fix., airport security procedures,5,0,0,2,,BASE_TIS,0.0,11.1187641620636,0.0,341,940,11.1187641620636
6989,496,865c130c3328609eb465a21ce97c2adf,Typhoon Goni unleashes 159 mph wind gust on its path toward southern Japan, deadly storm,5,1,1,6,"Typhoon Goni has had a long, turbulent life in the tropical Pacific Ocean — one which came to a head on Sunday when it quickly intensified into the equivalent of a Category 4 hurricane and whipped across the far southern Ryuku Islands. Now it’s tracking north toward Japan’s mainland as a Category 3, forecast to make landfall within the next six to 10 hours.

Typhoon Goni has been spinning across the Pacific since Aug. 13, when it formed as a mere tropical depression southeast of Guam. Since then the storm tracked through the Northern Mariana islands, missing Guam to the south and Saipan to the north, bringing wind gusts close to 60 mph and dropping over 5 inches of rain as recorded by Anderson Air Force Base.",BASE_GOOGLE,19.91402292251587,1.8536200523376465,17.909007787704468,408,928,19.762627840042114
6988,496,72db73e4-7d8c-11e4-9a27-6fdbc612bff8,Typhoon Hagupit slams into Philippines region devastated by storm Haiyan in 2013, deadly storm,5,1,1,6,"LEGAZPI, Philippines — Typhoon Hagupit slammed into the central Philippines’ east coast late Saturday, knocking out power and toppling trees in a region where 650,000 people, still haunted by the massive death and destruction wrought by a monster storm last year, have fled to safety.

Packing maximum sustained winds of 109 mph and gusts of 130 mph, Hagupit made landfall in Dolores, a coastal town facing the Pacific in Eastern Samar province, according to the Philippines weather agency.",BASE_GOOGLE,53.21356892585754,1.8553659915924072,51.024555921554565,408,928,52.87992191314697
6987,493,a45bbc98-2ca5-11e6-9de3-6e6e7a14000c,TSA says it’s improving at keeping lines moving at mega-airports, airport security procedures,5,1,1,2,"n Los Angeles, Dallas, Chicago, Miami, Atlanta, Newark and New York’s John F. Kennedy — has been the mandate of a new TSA command center Neffenger established to track the performance in each of them. The TSA said 768 newly trained agents are expected to join the lines this month.",BASE_TIS,89.99245405197144,4.242549896240234,85.55489897727966,341,940,89.7974488735199
6986,493,c79b3da6-6f1a-11e2-8b8d-e0b59a1b8e2a,Federal Faces: Daniel E. Liddell focuses on airport safety, airport security procedures,5,0,0,2,,BASE_TIS,0.0,7.790973901748657,0.0,341,940,7.790973901748657
6985,493,83b0fd3a-2364-11e2-ac85-e669876c6a24,"Airport security checks are vulnerable to fake boarding passes, experts warn", airport security procedures,5,0,1,2,,BASE_TIS,0.0,26.6202929019928,0.0,341,940,26.6202929019928
6984,494,fdd5c7c2b38a05b13ea0fcf9101eff0e,"Typhoon Koppu unloads deadly, flooding rain in Philippines in record-breaking season", deadly storm,5,1,1,6,"Koppu leaves at least 11 dead in the Philippines.

Typhoon Koppu, or “Lando” in the Philippines, made landfall in the Aurora province of Luzon on Sunday as the equivalent of a strong category 4 hurricane. The damage there was catastrophic as the storm’s 150 mph winds raked over the sparsely populated region.
",BASE_GOOGLE,54.12784194946289,13.358525037765505,40.59644412994385,408,958,53.95496916770935
6983,496,612cf25a5a3d2909f7565550cc145b9a,‘This storm will kill you’: Hurricane Matthew intensifies to Category 4 as it nears Florida, deadly storm,5,1,0,6,"Hurricane Matthew tore through Haiti this week, causing more than 100 deaths there before moving onto the Bahamas and heading to Florida.

",BASE_GOOGLE,46.08346509933472,7.8812010288238525,38.03957104682922,408,928,45.92077207565307
6982,494,865c130c3328609eb465a21ce97c2adf,Typhoon Goni unleashes 159 mph wind gust on its path toward southern Japan, deadly storm,5,0,1,6,,BASE_GOOGLE,0.0,34.14276909828186,0.0,408,958,34.14276909828186
6981,493,70a6913e-1957-11e3-8685-5021e0c41964,TSA taking some of the hassle out of airport security lines, airports use security measures luggage,3,0,1,2,,BASE_TIS,0.0,18.148079872131348,0.0,341,940,18.148079872131348
6980,496,27d76b15d50485d566f402602fc512b7,Dangerous Super Typhoon Hagupit on collision course with Philippines, deadly storm,5,1,0,6,"Super Typhoon Hagupit, which exploded in intensity on Wednesday evening, is on a collision course with the Philippines.

In the six hours between 7 a.m. to 1 p.m. ET on Wednesday, Typhoon Hagupit’s winds ballooned from 115 mph to 150 mph, pushing the storm into “super typhoon” status. It didn’t stop there, continuing to intensify into a 180 mph storm overnight. On Wednesday morning, Super Typhoon Haguput was still boasting sustained winds of 175 mph, with gusts over 200 mph.",BASE_GOOGLE,20.985224962234497,1.7882699966430664,19.050125122070312,408,928,20.83839511871338
6979,496,041a4b4747d72d99610b86a2f3809981,Tropical Storm Koppu could bring disastrous rain to Philippines as Category 4, deadly storm,5,1,0,6,"Tropical Storm Koppu, currently disorganized and weak in the northwest Pacific, is expected to explode in intensity over the next four days as it tracks toward the northern Philippines.

About 600 miles southeast of Luzon in the far western Pacific Ocean, Tropical Storm Koppu was a modest cyclone on Tuesday in a somewhat unfavorable environment.

",BASE_GOOGLE,27.49358105659485,11.079743146896362,16.256651163101196,408,928,27.33639430999756
6978,496,02393ce93896e736e5b89cc1206cf62a,Imagery: Before and after deadly blizzard strikes Himalayas, deadly storm,5,1,1,6,"Last week, the remnants of Tropical Cyclone Hudhud –  a powerful storm that formed in the Bay of Bengal – crashed into Nepal’s Himalayas.

In the sequence above, you see the remarkable increase in snow pack between October 10 and October 15.",BASE_GOOGLE,30.44606208801269,16.171837091445923,13.76994514465332,408,928,29.941782236099243
6977,494,382cb2a6-9f74-11e6-8864-6f892cad0865,"A month after Hurricane Matthew, 800,000 Haitians urgently need food", deadly storm,5,1,1,6,"The Oct. 4 hurricane hit some of the poorest places in the Western hemisphere. It smashed fishing villages and shredded mountain hamlets with the force of a bomb blast, obliterating crops, killing livestock and leaving fruit trees as bare as matchsticks.

The death toll stands at 546, according to the government, but local officials have reported more than twice that many killed.



",BASE_GOOGLE,62.55396509170532,45.20049500465393,17.167780876159668,408,958,62.3682758808136
6976,493,1d7cab62-116f-11e5-adec-e82f8395c032,Even a little marijuana is too much at BWI Airport, airports use security measures luggage,3,0,0,2,,BASE_TIS,0.0,24.02390694618225,0.0,341,940,24.02390694618225
6975,496,5279c3b4c888e8435e81c91de9516368,‘Erika’ and ‘Joaquin’ will no longer be used as hurricane names in Atlantic, deadly storm,5,0,0,6,,BASE_GOOGLE,0.0,6.25597095489502,0.0,408,928,6.25597095489502
6974,494,f7d1dd2f4c840e897057265614b03318,Super Typhoon Nuri on track to be strongest storm of 2014, deadly storm,5,0,1,6,,BASE_GOOGLE,0.0,24.15445017814636,0.0,408,958,24.15445017814636
6973,495,007cf8e2f0867bf2db10a49162386e83,Deadly Tropical Cyclone Hudhud lashes India with winds over 100 mph, deadly storm,5,1,1,2,"Tropical Cyclone Hudhud came ashore in India near the city of Visakhapatnam on Sunday with wind speeds over 100 mph and torrential rain, killing at least eight people in the states of Andhra Predesh and Orissa.

According to the Associated Press, at least 400,000 people were evacuated ahead of the storm, and damage in Visakhapatnam was significant:

Visakhapatnam, one of the largest cities in southern India and a major naval base, bore the brunt of Hudhud’s fury. Television footage showed downed electrical poles, uprooted trees and debris strewn in the streets. Train and cellphone services were disrupted. Electricity was disconnected in parts of Andhra Pradesh to avoid electrocutions, said Arvind Kumar, a relief and rescue official.

Images of the the airport in Visakhapatnam posted to social media shows major damage as a result of the storm:Tropical Cyclone Hudhud went through a period of rapid intensification as it approached the India coast, peaking at the equivalent of a category 4 hurricane with winds of 135 mph, though there is some disagreement on the exact intensity of the cyclone at the time of landfall.

The India Meteorological Department says Hudhud made landfall with winds of 109 mph, and India’s Firstpost is praising the department for its exemplary forecast, saying it “has no peer when it comes to forecasting cyclonic storms in the Indian seas.” However, the Joint Typhoon Warning Center analyzed the storm at around 132 mph at the time of landfall.",BASE_TIS,17.996429920196533,1.834949970245361,16.00411105155945,408,957,17.83906102180481
6972,496,0df2a73db18a692d359de1426427f36e,"The 2015 hurricane season begins today — storm names, outlook and new products", deadly storm,5,0,0,6,,BASE_GOOGLE,0.0,17.078572988510132,0.0,408,928,17.078572988510132
6971,494,190953ea-3c19-11e4-b0ea-8141703bbf6f,"World Digest: Sept. 14, 2014", deadly storm,5,0,0,6,,BASE_GOOGLE,0.0,11.021297216415403,0.0,408,958,11.021297216415403
6970,496,934689a6-56d2-11e4-ba4b-f6333e2c0453,"World Digest: Oct. 19, 2014", deadly storm,5,0,0,6,,BASE_GOOGLE,0.0,7.001420974731445,0.0,408,928,7.001420974731445
6969,494,007cf8e2f0867bf2db10a49162386e83,Deadly Tropical Cyclone Hudhud lashes India with winds over 100 mph, deadly storm,5,1,1,6,"Tropical Cyclone Hudhud came ashore in India near the city of Visakhapatnam on Sunday with wind speeds over 100 mph and torrential rain, killing at least eight people in the states of Andhra Predesh and Orissa.",BASE_GOOGLE,18.15953493118286,13.362436056137083,4.627206087112427,408,958,17.98964214324951
6968,495,76041fe2-8a66-11e6-8cdc-4fbb1973b506,Aid teams in Haiti struggle to reach regions slammed by Hurricane Matthew, hurricane damage,6,1,1,2,"Emergency teams in Haiti struggled Wednesday to reach hurricane-ravaged areas cut off by washed-out bridges and mudslides after Hurricane Matthew roared over the nation’s western tip and began a devastating ­island-hopping path that arcs toward the U.S. coast.

The full extent of Matthew’s blow to Haiti remained unclear, with communications severed to some regions in the Western Hemisphere’s poorest nation — where tens of thousands of people still live in tents after an earthquake six years ago killed 200,000 people.

At least 16 deaths — including at least 10 deaths in Haiti and four in the neighboring Dominican Republic — have been blamed on the hurricane, according to Reuters. It packed winds of up to 145 mph when it swept over Haiti on Tuesday and then hit Cuba and the Bahamas. A slightly weakened Matthew was expected to make landfall in Florida on Thursday.By Wednesday evening, Matthew was lashing the southern Bahamas with maximum sustained winds of 120 mph and heavy rain. The storm — now downgraded to a Category 3 hurricane — was heading northwest at 12 mph on a path that would take it close to the east coast of Florida by Thursday evening, the National Hurricane Center reported.

In Cuba, the hurricane destroyed dozens of homes and damaged hundreds of others in Baracoa, a city on the country’s eastern tip. Authorities prepared for the storm by moving people out of threatened coastal areas.

At the Guantanamo Bay Naval Base, about 700 family members of U.S. personnel and others were evacuated from the area before Matthew hit. The storm knocked down trees there and flooded roads but caused no injuries or major damage, a base spokeswoman said.",BASE_TIS,32.614253997802734,2.92031192779541,29.520977020263672,408,957,32.44128894805908
6967,496,ed5951779031d13a5f0886c983072d54,Landfall or not? Forecasts disagree on path of dangerous Typhoon Hagupit as it nears the Philippines, deadly storm,5,1,1,6,"A dangerous typhoon is gaining strength in the west Pacific Ocean, seemingly on a collision course with the Philippines, where it could make landfall later this week.

yphoon Hagupit, which took shape in the Pacific on Sunday, is a strong typhoon with sustained winds of 115 mph — the equivalent of a category 3 hurricane.

On Wednesday, the Joint Typhoon Warning Center was forecasting a track for the typhoon that curved north before reaching the Philippines.

",BASE_GOOGLE,52.77211117744446,7.006968975067139,45.55990505218506,408,928,52.5668740272522
6966,495,bc8ce00e8abc392e3dd412f3d998274e,N.C. said it still needs $929 million in aid for Hurricane Matthew. It got $6.1 million., hurricane damage,6,0,1,2,,BASE_TIS,0.0,12.025568008422852,0.0,408,957,12.025568008422852
6965,496,33c2e74ff9d07d27c533f26f8782364a,Redskins player Pierre Garçon heads to Haiti on team owner Dan Snyder’s private jet, deadly storm,5,0,1,6,,BASE_GOOGLE,0.0,1.4638869762420654,0.0,408,928,1.4638869762420654
6964,493,909ed70a4f7c81bc9196f1c842970706,Here we go again. TSA finds a loaded gun in a passenger’s carry-on bag., airports use security measures luggage,3,1,1,2, Denver from Reagan National Airport.  X-ray machine detected the loaded weapon inside a piece of luggage. checkpoints.,BASE_TIS,124.28327107429504,17.785828828811646,106.345685005188,341,940,124.13151383399965
6963,495,2b38ab40-8a3e-11e6-8cdc-4fbb1973b506,"As Matthew churns toward U.S., more than 1 million ordered evacuated in S.C.", hurricane damage,6,0,1,2,,BASE_TIS,0.0,9.596399068832396,0.0,408,957,9.596399068832396
6962,495,aef78df2c344cb48c8eb25f9908d3dc7,What we’ve learned about hurricanes and climate change since Katrina, hurricane damage,6,0,1,2,,BASE_TIS,0.0,3.1353180408477783,0.0,408,957,3.1353180408477783
6961,494,72db73e4-7d8c-11e4-9a27-6fdbc612bff8,Typhoon Hagupit slams into Philippines region devastated by storm Haiyan in 2013, deadly storm,5,0,1,6,,BASE_GOOGLE,0.0,15.65165901184082,0.0,408,958,15.65165901184082
