id,serp_topic_annotation,doc_id,query,qid,rank,original_rank,click,time_spent,judgement,actual_qrel_value,card_type,interface_type,topic_id,user,ndcg_10,cards_shown
27568,497,9f6aa6e9-1683-4ea2-89f0-1ec9acf68cd8, boats ships ilegally pirate,6,7,33,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.2385024498843459,6
27567,497,d7210d05e2eda758443323e3b33efab9, boats ships ilegally pirate,6,6,16,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.2385024498843459,6
27566,497,527645b2-725b-11e3-8def-a33011492df2, boats ships ilegally pirate,6,4,4,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.2385024498843459,6
27565,497,098d3ea6-92c5-11e4-a412-4b735edc7175, boats ships ilegally pirate,6,2,47,1,0.008,0,1,6,BASE_GOOGLE,367,958,0.2385024498843459,6
27564,497,140536d2-cbb0-11e2-8845-d970ccb04497, pirates,2,42,11,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27563,497,f1bfe992-9540-11e6-9cae-2a3574e296a6, pirates,2,40,5,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27562,497,710448dfefbed421da1e51f2a8305375, pirates,2,39,41,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27561,497,2bc56a40-3f14-11e7-adba-394ee67a7582, pirates,2,37,39,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27560,497,9b9c78acdf7b207c9a19c20fba83b13f, pirates,2,34,17,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27559,497,56f3a1ab0cd78328391836ff3b1ca913, pirates,2,33,33,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27558,497,7e39663c-e7f7-11e2-8f22-de4bd2a2bd39, pirates,2,32,24,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27557,497,b88f1b3a7c08aefb8fc2e621462a5a82, pirates,2,29,9,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27556,497,4d04ad00481c3df3d7d7b7578672252e, pirates,2,27,10,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27555,497,aaf19bbc-c953-11e2-9245-773c0123c027, pirates,2,25,16,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27554,497,dce01db12990c99a9b3858a51aa1e8de, pirates,2,23,29,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27553,497,5b28bb28-81bb-11e6-a52d-9a865a0ed0d4, pirates,2,19,31,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27552,497,77240ea815f2810e58b8c519715c6b1a, pirates,2,16,42,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27551,497,82442aa2ab918b1ce56d184ccb5baa67, pirates,2,15,25,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27550,497,98778086-2c5a-11e3-b139-029811dbb57f, pirates,2,11,35,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27549,497,9dd8ecc6-6917-11e5-8325-a42b5a459b1e, pirates,2,5,38,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27548,497,34b0ce4f654f955a42a380641aa1d567, pirates,2,2,22,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6377031804231299,6
27547,497,aeb37cfe-2bad-11e3-97a3-ff2758228523, pirates board ship,1,35,7,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27546,497,0b0b41ca-22b9-11e2-ac85-e669876c6a24, pirates board ship,1,33,28,1,0.008,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27545,497,66f0cbc7ea1a1fcd0189a5948d26ec11, pirates board ship,1,31,37,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27544,497,ae072516-3a15-11e1-9d6b-29434ee99d6a, pirates board ship,1,30,24,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27543,497,2827d060-3119-11e3-89ae-16e186e117d8, pirates board ship,1,29,9,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27542,497,b9b951d03ed4c3fbc643758f15374fb7, pirates board ship,1,28,13,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27541,497,dd55ae18d214f0a5030e2ef8b555f9b5, pirates board ship,1,27,43,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27540,497,bcca06a4-1a2e-11e3-8685-5021e0c41964, pirates board ship,1,26,22,1,0.008,0,1,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27539,497,d0e17fe80a982e33c987d45276d1e73f, pirates board ship,1,24,40,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27538,497,12fb8a56-7f76-11e2-8074-b26a871b165a, pirates board ship,1,21,5,1,0.008,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27537,497,3a91f86fd937bc7a29320f64d6c11e15, pirates board ship,1,20,39,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27536,497,5e3ab6b2-71d7-11e5-8d93-0af317ed58c9, pirates board ship,1,15,42,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27535,497,4101b92e-8fc7-11e1-a14a-f021993376f7, pirates board ship,1,11,25,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27534,497,5351ab08-4912-11e1-b3ca-05f6dc5419df, pirates board ship,1,7,29,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27533,497,a98d1be6-a9b7-11e1-bd2b-15b0b96b652a, pirates board ship,1,6,19,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27532,497,aa5f5ca6111a879554f1e45956895308, pirates board ship,1,3,15,1,0.009,0,0,6,BASE_GOOGLE,367,958,0.5040935371655748,6
27531,497,7ef9b338-42b7-11e1-9022-0d2194331bfe, instances of piracy,3,48,26,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27530,497,97a4f83c-9ea3-11e1-8cd2-efc1c26d50d0, instances of piracy,3,47,23,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27529,497,4bc9bc00-4132-11e1-afad-097055960b44, instances of piracy,3,43,17,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27528,497,397b28b45c3d9f658fe01794142326ec, instances of piracy,3,42,16,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27527,497,8cbb0bfc-0297-11e2-91e7-2962c74e7738, instances of piracy,3,40,33,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27526,497,76e3fc16-2c4a-11e3-97a3-ff2758228523, instances of piracy,3,37,40,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27525,497,f1b40692f1fd347941ebc7ec5562ed0b, instances of piracy,3,36,28,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27524,497,ba62668a-36fb-11e1-ac55-e75ea321c80a, instances of piracy,3,34,29,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27523,497,9026cd30-4154-11e1-8f2d-87a67739d0d2, instances of piracy,3,33,25,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27522,497,dcedb128817e04d4b66d63dbb5fdbf0b, instances of piracy,3,32,38,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27521,497,83938070-43b3-11e1-a8f8-11a9b9bc2717, instances of piracy,3,31,34,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27520,497,67da7c4c7c2bcd243418978b55d05380, instances of piracy,3,29,45,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27519,497,9ab8f104-c130-11e1-9ce8-ff26651238d0, instances of piracy,3,27,35,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27518,497,4b9a4bf2-2977-11e4-8593-da634b334390, instances of piracy,3,26,27,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27517,497,46f908b60a1018896e58575c3194a48c, instances of piracy,3,24,46,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27516,497,e9a9304e9aa52b53ef9777c59a89de4f, instances of piracy,3,23,22,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27515,497,40777866-87b8-11e1-abb4-839961045500, instances of piracy,3,22,41,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27514,497,37ebbcf6-43b2-11e1-9091-3ad6d04900db, instances of piracy,3,19,20,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27513,497,c072bf7938eb95bef18fe9d15a4c0cd8, instances of piracy,3,17,7,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27512,497,47555ae1f4a201213f8670464920b704, instances of piracy,3,15,31,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27511,497,1eb2dea8-3ca6-11e1-8843-a6ed6c75c14c, instances of piracy,3,14,32,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27510,497,1e944416-4381-11e1-ae95-e3fd42f537ff, instances of piracy,3,13,9,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27509,497,bfb6af1b89d43f0a9de6fe53c4466145, instances of piracy,3,12,19,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27508,497,c51ee81c-4297-11e1-9022-0d2194331bfe, instances of piracy,3,11,18,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27507,497,1aaa3fe4c9aaded369f3003460947ff4, instances of piracy,3,10,47,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27506,497,9b00c67a79f561ceea4b1e92c959bde0, instances of piracy,3,9,10,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27505,497,da84799d4e3eeada416e0dc6f90b1b42, instances of piracy,3,7,24,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27504,497,44286610-42f7-11e1-ae95-e3fd42f537ff, instances of piracy,3,4,13,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27503,497,fca3a4fc-37c1-11e1-b32c-a37ca28b472a, instances of piracy,3,2,39,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27502,497,b6b6708cd82ff52f2cc5505792c5bf27, instances of piracy,3,1,12,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.1794770986900752,6
27501,497,38a3d156-4e36-11e4-8c24-487e92bc997b, somali pirates,4,40,12,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27500,497,af68f09c-52d7-11e3-9e2c-e1d01116fd98, somali pirates,4,39,40,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27499,497,30603efe-34e6-11e3-80c6-7e6dd8d22d8f, somali pirates,4,36,44,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27498,497,b19429f2-7a20-11e3-af7f-13bf0e9965f6, somali pirates,4,35,29,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27497,497,1316aaf8-260f-11e3-b75d-5b7f66349852, somali pirates,4,34,30,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27496,497,6559a632-dcf7-11e2-85de-c03ca84cb4ef, somali pirates,4,33,13,1,0.014,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27495,497,197a8868-c969-11e2-8da7-d274bc611a47, somali pirates,4,29,4,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27494,497,3214e126-4741-11e1-9972-c5f62b5ac9ca, somali pirates,4,28,21,1,0.009,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27493,497,17797f9e-0aa8-11e3-8974-f97ab3b3c677, somali pirates,4,27,43,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27492,497,32783a44f158fd92176bdde351995e20, somali pirates,4,26,5,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27491,497,ae0b8035c7c37f5864765a0d0ddf3a1a, somali pirates,4,25,39,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27490,497,20b5ecf8-395a-11e1-ac55-e75ea321c80a, somali pirates,4,21,23,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27489,497,592fa28c-41fb-11e1-9091-3ad6d04900db, somali pirates,4,20,16,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27488,497,22efb692-ce24-11e2-8845-d970ccb04497, somali pirates,4,18,46,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27487,497,aceb0ec0-6b12-11e7-b9e2-2056e768a7e5, somali pirates,4,17,35,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27486,497,e42e3e32a9f5808f9a08444a71e1ce4d, somali pirates,4,16,6,1,0.007,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27485,497,117ef754-0102-11e3-9a3e-916de805f65d, somali pirates,4,13,18,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27484,497,ac7c6ff5889640bd59f5b9c337a8a45d, somali pirates,4,12,27,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27483,497,aff1edb0ca2abd4209195fbc569a7272, somali pirates,4,11,11,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27482,497,5770e020-be7a-11e3-bcec-b71ee10e9bc3, somali pirates,4,10,33,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27481,497,5011243a549929b2abf5953edcd11131, somali pirates,4,9,32,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27480,497,bbc63e58-be9d-11e3-b574-f8748871856a, somali pirates,4,8,31,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27479,497,3cf48e9fa7ff1905b0c76d130141b387, somali pirates,4,7,45,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27478,497,a3f8f992-4625-11e2-9648-a2c323a991d6, somali pirates,4,6,38,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27477,497,7181fd86-9996-11e3-b931-0204122c514b, somali pirates,4,4,42,1,0.007,0,1,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27476,497,53f69f2c-ef4b-11e4-8050-839e9234b303, somali pirates,4,3,34,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27475,497,4aeac00ef53dcc15a91d217df7dfa01d, somali pirates,4,2,24,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.6205601922318716,6
27474,497,625fd87c-4bae-11e3-9890-a1e0997fb0c0, piracy ship boarded,5,48,43,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27473,497,d803d0aa-2c38-11e3-97a3-ff2758228523, piracy ship boarded,5,47,38,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27472,497,6ad4ad33d3a49e0dab15cc8171f87ec9, piracy ship boarded,5,46,23,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27471,497,500cfc91fb84993c0daa24a40d35dd0c, piracy ship boarded,5,45,24,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27470,497,7de96ca6-3cc3-11e3-b7ba-503fb5822c3e, piracy ship boarded,5,44,15,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27469,497,296d1e3d2e801d42cfbf2be38fb754f0, piracy ship boarded,5,43,10,1,0.008,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27468,497,057faa18-a526-11e1-853a-2d746a04dab9, piracy ship boarded,5,42,6,1,0.011,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27467,497,c7a75332-f176-11e2-9008-61e94a7ea20d, piracy ship boarded,5,41,40,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27466,497,5e4f6968-2788-11e3-9372-92606241ae9c, piracy ship boarded,5,40,9,1,0.007,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27465,497,9be5fc42-3cb9-11e3-a94f-b58017bfee6c, piracy ship boarded,5,39,41,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27464,497,1510d5c0-901a-11e3-b46a-5a3d0d2130da, piracy ship boarded,5,38,44,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27463,497,82c6660d0e7ab2a4a46083b958b02f8d, piracy ship boarded,5,37,8,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27462,497,7cf8368a5a70f36b4770c25fdc2400d9, piracy ship boarded,5,36,34,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27461,497,719c8ac740c1641eb7b87b9c89ee908f, piracy ship boarded,5,35,20,1,0.007,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27460,497,ddab14bc-add6-11e3-9627-c65021d6d572, piracy ship boarded,5,34,13,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27459,497,ca8a3ceb31db2843abc4956f309074a7, piracy ship boarded,5,33,47,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27458,497,0234ad22-ee4f-11e2-9008-61e94a7ea20d, piracy ship boarded,5,32,25,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27457,497,63460f31b2736cba203148c628d4400c, piracy ship boarded,5,31,12,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27456,497,227b335f09ed49b56d6f63ffb572f521, piracy ship boarded,5,30,3,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27455,497,61b14f82-1ca7-11e7-855e-4824bbb5d748, piracy ship boarded,5,29,1,1,0.003,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27454,497,010e73a6-86ca-11e3-916e-e01534b1e132, piracy ship boarded,5,28,35,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27453,497,685ecd76-90ce-11e4-a412-4b735edc7175, piracy ship boarded,5,27,22,1,0.012,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27452,497,6a7a71dd5bf5af8bd7bf1d4c1c87c22f, piracy ship boarded,5,26,48,1,0.007,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27451,497,00029f4a07559d69995bfc013985924a, piracy ship boarded,5,25,39,1,0.008,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27450,497,9a925184-074a-11e6-bfed-ef65dff5970d, piracy ship boarded,5,24,42,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27449,497,24e6d4a43499dae34600534e5c940074, piracy ship boarded,5,23,14,1,0.008,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27448,497,d4eb48a0-21f0-11e3-966c-9c4293c47ebe, piracy ship boarded,5,22,36,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27447,497,287c2ddc-01bc-11e2-9367-4e1bafb958db, piracy ship boarded,5,21,4,1,0.004,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27446,497,bf875cd88be7a47e0ec3c96ccd4a0d42, piracy ship boarded,5,20,45,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27445,497,1e03fecf4d33b7896203298ab3858156, piracy ship boarded,5,19,7,1,0.005,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27444,497,bb953a6eb91880de5651a9ef3de05424, piracy ship boarded,5,18,37,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27443,497,56ef48c2-edc6-11e4-a55f-38924fca94f9, piracy ship boarded,5,17,18,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27442,497,b81051af-ee75-4351-a0fa-3deb7621b43e, piracy ship boarded,5,16,29,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27441,497,f222cd6a-06fb-11e6-bfed-ef65dff5970d, piracy ship boarded,5,15,31,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27440,497,11b269ac-366a-11e3-89db-8002ba99b894, piracy ship boarded,5,14,19,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27439,497,ac632f56-3c0d-11e3-b0e7-716179a2c2c7, piracy ship boarded,5,13,11,1,0.008,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27438,497,dd2637c6-2d00-11e3-97a3-ff2758228523, piracy ship boarded,5,12,33,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27437,497,0205571b80cde153b47ba8bf5737dc68, piracy ship boarded,5,11,21,1,0.012,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27436,497,0f6bfcefd3c4c02a0dc75ba2bd48303c, piracy ship boarded,5,10,5,1,0.006,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27435,497,c8436c519ad86188bd4ed2b4f267c084, piracy ship boarded,5,9,30,1,0.01,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27434,497,f2b889929789fdd25d3e01929e0b0c41, piracy ship boarded,5,8,26,1,0.009,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27433,497,e132c98f8704cc56d3ec89c20c39f170, piracy ship boarded,5,7,46,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27432,497,6baaf06e-303e-11e3-9ddd-bdd3022f66ee, piracy ship boarded,5,6,27,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27431,497,9b47a7d8-2b64-11e3-b141-298f46539716, piracy ship boarded,5,5,2,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27430,497,ed3b4b1c-2eac-11e3-9ddd-bdd3022f66ee, piracy ship boarded,5,4,32,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27429,497,b6114836-6305-11e1-9563-37961c2f3c57, piracy ship boarded,5,3,28,0,0.0,0,0,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27428,497,ad015c14-fbba-11e2-a369-d1954abcb7e3, piracy ship boarded,5,2,16,0,0.0,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27427,497,dd0b16834d425114df5bb04583b19b58, piracy ship boarded,5,1,17,1,0.005,0,1,6,BASE_GOOGLE,367,958,0.5996986609463215,6
27426,494,63c8e66992278b6e5db8ee3cbad69ce1, typhoon property damage,3,37,10,0,0.0,0,0,6,BASE_GOOGLE,408,958,0.6726933800270176,6
27425,494,f1e1b650-4e33-11e3-ac54-aa84301ced81, typhoon property damage,3,36,35,0,0.0,0,1,6,BASE_GOOGLE,408,958,0.6726933800270176,6
27424,494,26fb7750ba6595acc1f2889d0949c9e4, typhoon property damage,3,34,24,0,0.0,0,1,6,BASE_GOOGLE,408,958,0.6726933800270176,6
